driverId,position,points
max-verstappen,1,395.5
lewis-hamilton,2,387.5
valtteri-bottas,3,226
sergio-perez,4,190
carlos-sainz-jr,5,164.5
lando-norris,6,160
charles-leclerc,7,159
daniel-ricciardo,8,115
pierre-gasly,9,110
fernando-alonso,10,81
esteban-ocon,11,74
sebastian-vettel,12,43
lance-stroll,13,34
yuki-tsunoda,14,32
george-russell,15,16
kimi-raikkonen,16,10
nicholas-latifi,17,7
antonio-giovinazzi,18,3
mick-schumacher,19,0
robert-kubica,20,0
nikita-mazepin,21,0
