constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
alphatauri,honda-rbpt,24.2,yuki-tsunoda,1,pirelli,22
ferrari,ferrari,14.3,charles-leclerc,2,pirelli,16
red-bull,honda-rbpt,11.3,sergio-perez,3,pirelli,11
mclaren,mercedes,9.7,lando-norris,4,pirelli,4
red-bull,honda-rbpt,9,max-verstappen,5,pirelli,1
